SIG0-LRP-C-24,top0,max,1,-0.005121868569403887,0.038195159286260605
SIG0-LRP-C-17,top0,max,1,-0.0036019820254296064,0.03425163775682449
SIG0-LRP-C-10,top0,max,1,-0.003778133075684309,0.024167664349079132
SIG0-LRP-C-5,top0,max,1,-0.002288246061652899,0.02048073150217533
SIG0-LRP-C-1,top0,max,1,-0.0025591133162379265,0.022290585562586784
SIG0-LRP-C-0,top0,max,1,-0.0031957211904227734,0.021456977352499962
SIG0-LRP-C-24,top0,max,2,-0.00998587254434824,0.049188416451215744
SIG0-LRP-C-17,top0,max,2,-0.00899373646825552,0.0412890799343586
SIG0-LRP-C-10,top0,max,2,-0.008110452443361282,0.038151223212480545
SIG0-LRP-C-5,top0,max,2,-0.008547428995370865,0.04021439328789711
SIG0-LRP-C-1,top0,max,2,-0.007651538122445345,0.03757985681295395
SIG0-LRP-C-0,top0,max,2,-0.007842964492738247,0.03876505792140961
SIG0-LRP-C-24,top0,max,3,-0.017080243676900864,0.0632108598947525
SIG0-LRP-C-17,top0,max,3,-0.017105543985962868,0.06331915408372879
SIG0-LRP-C-10,top0,max,3,-0.015182838775217533,0.05656510964035988
SIG0-LRP-C-5,top0,max,3,-0.015116197057068348,0.0574822835624218
SIG0-LRP-C-1,top0,max,3,-0.014952938072383404,0.05755545198917389
SIG0-LRP-C-0,top0,max,3,-0.014117744751274586,0.05727231502532959
SIG0-LRP-C-24,top0,max,5,-0.03767162561416626,0.09701893478631973
SIG0-LRP-C-17,top0,max,5,-0.034175578504800797,0.10057725012302399
SIG0-LRP-C-10,top0,max,5,-0.03307967633008957,0.09430459886789322
SIG0-LRP-C-5,top0,max,5,-0.02909001335501671,0.08817160874605179
SIG0-LRP-C-1,top0,max,5,-0.02992941625416279,0.09019719064235687
SIG0-LRP-C-0,top0,max,5,-0.02857113815844059,0.08528058975934982
SIG0-LRP-C-24,top0,max,10,-0.08918929845094681,0.1629249006509781
SIG0-LRP-C-17,top0,max,10,-0.07288098335266113,0.1518935114145279
SIG0-LRP-C-10,top0,max,10,-0.06638365983963013,0.14406871795654297
SIG0-LRP-C-5,top0,max,10,-0.06301616877317429,0.14166957139968872
SIG0-LRP-C-1,top0,max,10,-0.06436991691589355,0.14468258619308472
SIG0-LRP-C-0,top0,max,10,-0.06486993283033371,0.14391538500785828
SIG0-LRP-C-24,top0,max,20,-0.15507331490516663,0.2234911173582077
SIG0-LRP-C-17,top0,max,20,-0.1317300647497177,0.21289190649986267
SIG0-LRP-C-10,top0,max,20,-0.12595057487487793,0.20920617878437042
SIG0-LRP-C-5,top0,max,20,-0.12625537812709808,0.2078552097082138
SIG0-LRP-C-1,top0,max,20,-0.12973402440547943,0.21131247282028198
SIG0-LRP-C-0,top0,max,20,-0.12729603052139282,0.20916064083576202
SIG0-LRP-C-24,top0,min,1,0.0012977875303477049,0.023102980107069016
SIG0-LRP-C-17,top0,min,1,0.0011028891894966364,0.019647082313895226
SIG0-LRP-C-10,top0,min,1,0.0007157385698519647,0.012963112443685532
SIG0-LRP-C-5,top0,min,1,0.0013439090689644217,0.012917575426399708
