GradCAM-30,top0,max,1,-0.00349437166005373,0.03369009867310524
GradCAM-29,top0,max,1,-0.004753488581627607,0.03289636969566345
SG-GradCAM-30,top0,max,1,-0.004995792172849178,0.030796444043517113
SG-GradCAM-29,top0,max,1,-0.005667924415320158,0.03475711867213249
LayerCAM-30,top0,max,1,-0.00328692514449358,0.033171020448207855
LayerCAM-29,top0,max,1,-0.00406139949336648,0.03922680765390396
SG-LayerCAM-30,top0,max,1,-0.004370493348687887,0.03070669434964657
SG-LayerCAM-29,top0,max,1,-0.004669408313930035,0.03507702052593231
GradCAM-30,top0,max,2,-0.006730597000569105,0.04266076907515526
GradCAM-29,top0,max,2,-0.008198242634534836,0.043735209852457047
SG-GradCAM-30,top0,max,2,-0.00809741485863924,0.037689629942178726
SG-GradCAM-29,top0,max,2,-0.01025806088000536,0.045037537813186646
LayerCAM-30,top0,max,2,-0.006143547594547272,0.039046015590429306
LayerCAM-29,top0,max,2,-0.005973685532808304,0.03948656842112541
SG-LayerCAM-30,top0,max,2,-0.007200013846158981,0.03693592548370361
SG-LayerCAM-29,top0,max,2,-0.008586092852056026,0.04110853001475334
GradCAM-30,top0,max,3,-0.012115825898945332,0.054642342031002045
GradCAM-29,top0,max,3,-0.013458814471960068,0.0573970228433609
SG-GradCAM-30,top0,max,3,-0.014314530417323112,0.05187893286347389
SG-GradCAM-29,top0,max,3,-0.01628611795604229,0.057549040764570236
LayerCAM-30,top0,max,3,-0.011018693447113037,0.04817432910203934
LayerCAM-29,top0,max,3,-0.009796562604606152,0.04637933522462845
SG-LayerCAM-30,top0,max,3,-0.013047982007265091,0.04914164915680885
SG-LayerCAM-29,top0,max,3,-0.014841890893876553,0.051839668303728104
GradCAM-30,top0,max,5,-0.02570650912821293,0.08095090836286545
GradCAM-29,top0,max,5,-0.028190920129418373,0.0856885313987732
SG-GradCAM-30,top0,max,5,-0.030371760949492455,0.08282976597547531
SG-GradCAM-29,top0,max,5,-0.03371857479214668,0.08349776268005371
LayerCAM-30,top0,max,5,-0.02358330227434635,0.07263336330652237
LayerCAM-29,top0,max,5,-0.021860184147953987,0.07034396380186081
SG-LayerCAM-30,top0,max,5,-0.0289783775806427,0.0792895182967186
SG-LayerCAM-29,top0,max,5,-0.02974231168627739,0.07737509161233902
GradCAM-30,top0,max,10,-0.07059944421052933,0.14592237770557404
GradCAM-29,top0,max,10,-0.06967354565858841,0.14344017207622528
SG-GradCAM-30,top0,max,10,-0.07825502753257751,0.14793433248996735
SG-GradCAM-29,top0,max,10,-0.08240897953510284,0.1492680311203003
LayerCAM-30,top0,max,10,-0.06284762173891068,0.138849675655365
LayerCAM-29,top0,max,10,-0.061161234974861145,0.13408058881759644
SG-LayerCAM-30,top0,max,10,-0.07583009451627731,0.1425812542438507
SG-LayerCAM-29,top0,max,10,-0.07364282757043839,0.13611771166324615
GradCAM-30,top0,max,20,-0.14705362915992737,0.22375982999801636
GradCAM-29,top0,max,20,-0.15677405893802643,0.23554709553718567
SG-GradCAM-30,top0,max,20,-0.1577078402042389,0.2232833355665207
SG-GradCAM-29,top0,max,20,-0.16865137219429016,0.23279711604118347
LayerCAM-30,top0,max,20,-0.14024023711681366,0.22489270567893982
LayerCAM-29,top0,max,20,-0.135736882686615,0.22584614157676697
SG-LayerCAM-30,top0,max,20,-0.1576148122549057,0.22386445105075836
SG-LayerCAM-29,top0,max,20,-0.15110230445861816,0.22021375596523285
GradCAM-30,top0,min,1,-0.0008392868330702186,0.017037974670529366
GradCAM-29,top0,min,1,-0.0005350838764570653,0.018910206854343414
SG-GradCAM-30,top0,min,1,-0.00020470443996600807,0.020763790234923363
SG-GradCAM-29,top0,min,1,-0.0005044720601290464,0.021921761333942413
LayerCAM-30,top0,min,1,-0.0009747353615239263,0.019239500164985657
LayerCAM-29,top0,min,1,-0.0014497657539322972,0.024002304300665855
SG-LayerCAM-30,top0,min,1,-0.0005751086282543838,0.021852079778909683
SG-LayerCAM-29,top0,min,1,0.00014886591816321015,0.02308609150350094
GradCAM-30,top0,min,2,-0.0004444085934665054,0.021024292334914207
GradCAM-29,top0,min,2,0.0006419717101380229,0.027832146733999252
SG-GradCAM-30,top0,min,2,0.0006263313698582351,0.024434460327029228
SG-GradCAM-29,top0,min,2,0.0014827564591541886,0.027383271604776382
LayerCAM-30,top0,min,2,-0.0005571532528847456,0.02158411405980587
LayerCAM-29,top0,min,2,-0.001003570156171918,0.02853379212319851
SG-LayerCAM-30,top0,min,2,0.00048614322440698743,0.026022685691714287
SG-LayerCAM-29,top0,min,2,0.0005211420357227325,0.03170439973473549
GradCAM-30,top0,min,3,0.00016787183994892985,0.027149975299835205
GradCAM-29,top0,min,3,0.0015311397146433592,0.0326436348259449
SG-GradCAM-30,top0,min,3,0.001580284209921956,0.03183497488498688
SG-GradCAM-29,top0,min,3,0.003797500627115369,0.03545890375971794
LayerCAM-30,top0,min,3,0.0007728375494480133,0.027048533782362938
LayerCAM-29,top0,min,3,-5.5198433983605355e-05,0.034550294280052185
SG-LayerCAM-30,top0,min,3,0.0020635672844946384,0.03219600021839142
SG-LayerCAM-29,top0,min,3,0.0021065957844257355,0.03895324841141701
GradCAM-30,top0,min,5,0.0006996305310167372,0.04018151015043259
GradCAM-29,top0,min,5,0.0038538433145731688,0.041703011840581894
SG-GradCAM-30,top0,min,5,0.003041842021048069,0.04495052248239517
SG-GradCAM-29,top0,min,5,0.006315248087048531,0.04587076976895332
LayerCAM-30,top0,min,5,0.001149688963778317,0.03738242760300636
